episode,steps,step_entities
22,11,"[{'attacker_node': '192.168.171.85', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
22,12,"[{'attacker_node': '192.168.171.85', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
23,1,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
23,2,"[{'attacker_node': '192.168.239.210', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
23,3,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
23,4,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
23,5,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
23,6,"[{'attacker_node': '192.168.110.61', 'nifr_nodes': ['192.168.229.139', '192.168.87.212'], 'nicr_nodes': ['192.168.110.61']}]"
23,7,"[{'attacker_node': '192.168.79.64', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
23,8,"[{'attacker_node': '192.168.79.64', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
24,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
24,2,"[{'attacker_node': '192.168.55.255', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
24,3,"[{'attacker_node': '192.168.188.82', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
24,4,"[{'attacker_node': '192.168.188.82', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
25,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
25,2,"[{'attacker_node': '192.168.55.255', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
25,3,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
25,4,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
26,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
26,2,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
26,3,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
26,4,"[{'attacker_node': '192.168.190.122', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
26,5,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
26,6,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,7,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,8,"[{'attacker_node': '192.168.190.122', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,9,"[{'attacker_node': '192.168.179.211', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,10,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,11,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,12,"[{'attacker_node': '192.168.239.210', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,13,"[{'attacker_node': '192.168.179.211', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,14,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,15,"[{'attacker_node': '192.168.79.64', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,16,"[{'attacker_node': '192.168.79.90', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,17,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,18,"[{'attacker_node': '192.168.109.91', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
26,19,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
26,20,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
26,21,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,22,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
26,23,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
27,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
27,2,"[{'attacker_node': '192.168.55.255', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
27,3,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.110.61', '192.168.92.227'], 'nicr_nodes': ['192.168.110.61']}]"
27,4,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.171.85', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
27,5,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
27,6,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
28,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
28,2,"[{'attacker_node': '192.168.55.255', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
28,3,"[{'attacker_node': '192.168.179.211', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
28,4,"[{'attacker_node': '192.168.179.211', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
29,1,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
29,2,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
29,3,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
30,1,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
30,2,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
30,3,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
30,4,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
30,5,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
30,6,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
31,1,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
31,2,"[{'attacker_node': '192.168.239.210', 'nifr_nodes': ['192.168.221.71', '192.168.213.192'], 'nicr_nodes': ['192.168.110.61']}]"
31,3,"[{'attacker_node': '192.168.239.210', 'nifr_nodes': ['192.168.221.71', '192.168.213.192'], 'nicr_nodes': ['192.168.110.61']}]"
32,1,"[{'attacker_node': '192.168.55.255', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
32,2,"[{'attacker_node': '192.168.188.82', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
32,3,"[{'attacker_node': '192.168.171.85', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
32,4,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.171.85', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
32,5,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.110.28', '192.168.79.64'], 'nicr_nodes': ['192.168.110.61']}]"
32,6,"[{'attacker_node': '192.168.36.181', 'nifr_nodes': ['192.168.171.85', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
32,7,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.171.85', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
32,8,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
32,9,"[{'attacker_node': '192.168.221.71', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
32,10,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
32,11,"[{'attacker_node': '192.168.239.210', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
32,12,"[{'attacker_node': '192.168.179.211', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
32,13,"[{'attacker_node': '192.168.179.211', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
33,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
33,2,"[{'attacker_node': '192.168.92.227', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
33,3,"[{'attacker_node': '192.168.36.181', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
33,4,"[{'attacker_node': '192.168.36.181', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
34,1,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
34,2,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
34,3,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
34,4,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
35,1,"[{'attacker_node': '192.168.241.129', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
35,2,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
35,3,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
35,4,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
35,5,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
35,6,"[{'attacker_node': '192.168.190.122', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
35,7,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
35,8,"[{'attacker_node': '192.168.175.159', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
35,9,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
35,10,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
35,11,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
35,12,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
36,1,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
36,2,"[{'attacker_node': '192.168.79.90', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
36,3,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
36,4,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.109.91', '192.168.120.15'], 'nicr_nodes': ['192.168.110.61']}]"
36,5,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
36,6,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
37,1,"[{'attacker_node': '192.168.10.236', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
37,2,"[{'attacker_node': '192.168.221.71', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
37,3,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
37,4,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
37,5,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
37,6,"[{'attacker_node': '192.168.229.139', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
37,7,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
37,8,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
38,1,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
38,2,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
38,3,"[{'attacker_node': '192.168.213.192', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
38,4,"[{'attacker_node': '192.168.10.236', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
38,5,"[{'attacker_node': '192.168.10.236', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
39,1,"[{'attacker_node': '192.168.3.56', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
39,2,"[{'attacker_node': '192.168.127.145', 'nifr_nodes': ['192.168.241.129', '192.168.218.50'], 'nicr_nodes': ['192.168.110.61']}]"
39,3,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
39,4,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
39,5,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
39,6,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
39,7,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
39,8,"[{'attacker_node': '192.168.190.122', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
39,9,"[{'attacker_node': '192.168.110.61', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
39,10,"[{'attacker_node': '192.168.188.82', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,11,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
39,12,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.231.147', '192.168.40.75'], 'nicr_nodes': ['192.168.110.61']}]"
39,13,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,14,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,15,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,16,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,17,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,18,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,19,"[{'attacker_node': '192.168.40.75', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,20,"[{'attacker_node': '192.168.188.82', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,21,"[{'attacker_node': '192.168.190.122', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,22,"[{'attacker_node': '192.168.179.211', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,23,"[{'attacker_node': '192.168.40.75', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,24,"[{'attacker_node': '192.168.190.122', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,25,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,26,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,27,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,28,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,29,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,30,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,31,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,32,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,33,"[{'attacker_node': '192.168.175.159', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,34,"[{'attacker_node': '192.168.10.236', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,35,"[{'attacker_node': '192.168.175.159', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,36,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,37,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,38,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,39,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,40,"[{'attacker_node': '192.168.110.61', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,41,"[{'attacker_node': '192.168.188.82', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,42,"[{'attacker_node': '192.168.231.147', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,43,"[{'attacker_node': '192.168.54.250', 'nifr_nodes': ['192.168.110.28', '192.168.190.122'], 'nicr_nodes': ['192.168.110.61']}]"
39,44,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
39,45,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
39,46,"[{'attacker_node': '192.168.175.159', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
39,47,"[{'attacker_node': '192.168.219.14', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
39,48,"[{'attacker_node': '192.168.55.255', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
39,49,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
39,50,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
40,1,"[{'attacker_node': '192.168.180.124', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
40,2,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
40,3,"[{'attacker_node': '192.168.175.159', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
40,4,"[{'attacker_node': '192.168.8.138', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
40,5,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
40,6,"[{'attacker_node': '192.168.65.45', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
40,7,"[{'attacker_node': '192.168.40.75', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
40,8,"[{'attacker_node': '192.168.186.164', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
40,9,"[{'attacker_node': '192.168.75.117', 'nifr_nodes': ['192.168.55.255', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
40,10,"[{'attacker_node': '192.168.87.212', 'nifr_nodes': ['192.168.126.240', '192.168.188.82'], 'nicr_nodes': ['192.168.110.61']}]"
40,11,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
40,12,"[{'attacker_node': '192.168.218.50', 'nifr_nodes': ['192.168.8.138', '192.168.239.210'], 'nicr_nodes': ['192.168.110.61']}]"
41,1,"[{'attacker_node': '192.168.110.28', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
41,2,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
41,3,"[{'attacker_node': '192.168.62.155', 'nifr_nodes': ['192.168.203.150', '192.168.61.54'], 'nicr_nodes': ['192.168.110.61']}]"
42,1,"[{'attacker_node': '192.168.73.158', 'nifr_nodes': ['192.168.40.75', '192.168.62.155'], 'nicr_nodes': ['192.168.110.61']}]"
