attacker_node,nifr_nodes,nicr_nodes,nodes,edges,episode
192.168.57.38,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",133
192.168.57.38,['192.168.57.38'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",134
192.168.57.38,['192.168.151.209'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",135
192.168.114.237,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",136
192.168.17.24,['192.168.151.209'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",137
192.168.17.24,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",138
192.168.151.209,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",139
192.168.144.112,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",140
192.168.151.209,['192.168.79.248'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",141
192.168.114.237,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",142
192.168.151.209,['192.168.114.237'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",143
192.168.17.24,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",144
192.168.151.209,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",145
192.168.17.24,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",146
